R,o,u,n,d
T,o,t,a,l, ,R,e,w,a,r,d
S,c,o,r,e
S,t,e,p,s
0,4.052581854420086,<snakeObj.GameObj object at 0x7f4792f324e0>
1,0.48978284068050526,<snakeObj.GameObj object at 0x7f4784b1a5f8>
2,0.7973930990911744,<snakeObj.GameObj object at 0x7f4784176710>
3,0.6628318168759345,<snakeObj.GameObj object at 0x7f4784080550>
4,3.453928016428014,<snakeObj.GameObj object at 0x7f47759c1630>
5,2.386748869895154,<snakeObj.GameObj object at 0x7f47759188d0>
6,1.6156621156621156,<snakeObj.GameObj object at 0x7f4775854be0>
7,5.832160894660894,<snakeObj.GameObj object at 0x7f477579b0f0>
8,6.669129195967427,<snakeObj.GameObj object at 0x7f4773b9b940>
9,0.7654759048141401,<snakeObj.GameObj object at 0x7f4773ac39b0>
